title,year,genre,rating
Babes in Toyland,1934,Children,5.0
Scrooged,1988,Comedy,3.1666666666666665
Harvey,1950,Comedy,3.8333333333333335
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),1948,Drama,4.125
Matewan,1987,Drama,4.166666666666667
Kagemusha,1980,Drama,4.125
McCabe & Mrs. Miller,1971,Drama,3.75
Maurice,1987,Drama,4.0
"Grapes of Wrath, The",1940,Drama,4.111111111111111
My Man Godfrey,1957,Comedy,5.0
"Shop Around the Corner, The",1940,Comedy,3.6666666666666665
"Natural, The",1984,Drama,3.6458333333333335
Shampoo,1975,Comedy,3.0714285714285716
"River Runs Through It, A",1992,Drama,3.9318181818181817
Fatal Attraction,1987,Drama,3.0972222222222223
Jagged Edge,1985,Crime,3.5714285714285716
Stanley & Iris,1990,Drama,2.75
Midnight Run,1988,Action,3.6363636363636362
Awakenings,1990,Drama,3.6818181818181817
Come See the Paradise,1990,Drama,1.0
Backdraft,1991,Action,3.3043478260869565
"Fisher King, The",1991,Comedy,3.8055555555555554
"River, The",1984,Drama,3.5
Places in the Heart,1984,Drama,4.25
'night Mother,1986,Drama,3.0
End of Days,1999,Action,2.7
Toy Story 2,1999,Adventure,3.8608247422680413
Flawless,1999,Drama,4.0
Ride with the Devil,1999,Drama,3.875
"Distinguished Gentleman, The",1992,Comedy,3.5
"End of the Affair, The",1999,Drama,4.0
Holy Smoke,1999,Comedy,2.8333333333333335
Sweet and Lowdown,1999,Comedy,3.6666666666666665
Bonfire of the Vanities,1990,Comedy,2.4
Daddy Long Legs,1919,Comedy,2.0
Grand Illusion (La grande illusion),1937,Drama,3.7142857142857144
"Great Santini, The",1979,Drama,3.6666666666666665
Stealing Home,1988,Drama,3.0
"Two Jakes, The",1990,Drama,1.25
U2: Rattle and Hum,1988,Documentary,3.25
Hell in the Pacific,1968,Drama,3.0
Cradle Will Rock,1999,Drama,3.1666666666666665
Deuce Bigalow: Male Gigolo,1999,Comedy,2.323529411764706
"Green Mile, The",1999,Crime,4.148648648648648
"Cider House Rules, The",1999,Drama,3.75
"War Zone, The",1999,Drama,3.25
"Last Picture Show, The",1971,Drama,4.5
"7th Voyage of Sinbad, The",1958,Action,4.4
Anna and the King,1999,Drama,3.6666666666666665
Bicentennial Man,1999,Drama,2.8
Stuart Little,1999,Children,2.8421052631578947
"Emperor and the Assassin, The (Jing ke ci qin wang)",1999,Drama,3.6666666666666665
Fantasia 2000,1999,Animation,3.8333333333333335
Magnolia,1999,Drama,3.7115384615384617
Onegin,1999,Drama,3.0
Simpatico,1999,Comedy,3.0
Topsy-Turvy,1999,Comedy,3.875
Boiling Point,1993,Action,3.0
Carnal Knowledge,1971,Comedy,3.5
Easy Rider,1969,Adventure,3.603448275862069
The Falcon and the Snowman,1985,Crime,3.3
Room at the Top,1959,Drama,4.0
Any Given Sunday,1999,Drama,3.0
Man on the Moon,1999,Comedy,3.4871794871794872
Galaxy Quest,1999,Adventure,3.58
"Talented Mr. Ripley, The",1999,Drama,3.336734693877551
Next Friday,2000,Comedy,3.25
"Hurricane, The",1999,Drama,3.53125
Angela's Ashes,1999,Drama,3.3333333333333335
Titus,1999,Drama,3.9166666666666665
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,Documentary,4.0
"Third Miracle, The",1999,Drama,3.0
Snow Falling on Cedars,1999,Drama,3.3333333333333335
"Girl, Interrupted",1999,Drama,3.4642857142857144
My Dog Skip,1999,Children,3.5454545454545454
Supernova,2000,Adventure,2.0
"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",1998,Drama,3.0
"Way We Were, The",1973,Drama,3.625
Stalag 17,1953,Drama,3.7222222222222223
"Presidio, The",1988,Action,2.857142857142857
Papillon,1973,Crime,3.9285714285714284
"Last Detail, The",1973,Comedy,4.25
Five Easy Pieces,1970,Drama,4.5
Dead Calm,1989,Thriller,3.1666666666666665
"Boys from Brazil, The",1978,Action,3.6875
Against All Odds,1984,Romance,2.3333333333333335
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993,Action,2.1875
Fast Times at Ridgemont High,1982,Comedy,3.4761904761904763
"Cry in the Dark, A",1988,Drama,3.75
Batman: Mask of the Phantasm,1993,Animation,4.115384615384615
American Flyers,1985,Drama,3.5
"Star Is Born, A",1937,Drama,3.5
Pacific Heights,1990,Mystery,3.1923076923076925
"Draughtsman's Contract, The",1982,Drama,3.7
"Zed & Two Noughts, A",1985,Drama,3.0
Woman in the Dunes (Suna no onna),1964,Drama,4.75
Down to You,2000,Comedy,2.0
"Odessa File, The",1974,Thriller,3.875
Where the Buffalo Roam,1980,Comedy,3.6666666666666665
Eye of the Beholder,1999,Thriller,1.5833333333333333
"Big Tease, The",1999,Comedy,3.25
"Cup, The (Phörpa)",1999,Comedy,4.5
Encino Man,1992,Comedy,2.4
"Goodbye Girl, The",1977,Comedy,3.7083333333333335
Malcolm X,1992,Drama,4.166666666666667
Sister Act,1992,Comedy,3.0277777777777777
Sister Act 2: Back in the Habit,1993,Comedy,1.8928571428571428
"Hand That Rocks the Cradle, The",1992,Drama,3.111111111111111
Alive,1993,Drama,3.1666666666666665
Agnes of God,1985,Drama,3.7
Scent of a Woman,1992,Drama,3.5925925925925926
Wayne's World,1992,Comedy,3.4754098360655736
Wayne's World 2,1993,Comedy,3.2962962962962963
"League of Their Own, A",1992,Comedy,3.466666666666667
Patriot Games,1992,Action,3.5161290322580645
"Bodyguard, The",1992,Drama,2.859375
Death Becomes Her,1992,Comedy,2.8666666666666667
Far and Away,1992,Adventure,3.1363636363636362
Howards End,1992,Drama,4.0
Singles,1992,Comedy,3.1818181818181817
Twin Peaks: Fire Walk with Me,1992,Crime,3.409090909090909
White Men Can't Jump,1992,Comedy,3.0454545454545454
Buffy the Vampire Slayer,1992,Action,2.423076923076923
Hard-Boiled (Lat sau san taam),1992,Action,4.0
Man Bites Dog (C'est arrivé près de chez vous),1992,Comedy,4.5
"Mariachi, El",1992,Action,3.5555555555555554
Stop! Or My Mom Will Shoot,1992,Action,1.7727272727272727
Forever Young,1992,Drama,2.8518518518518516
"Cutting Edge, The",1992,Comedy,2.7916666666666665
Of Mice and Men,1992,Drama,3.676470588235294
Bad Lieutenant,1992,Crime,3.4375
Scream 3,2000,Comedy,2.6724137931034484
Single White Female,1992,Drama,3.375
"Boondock Saints, The",2000,Action,4.22093023255814
Gun Shy,2000,Comedy,1.0
"Baby, The",1973,Horror,1.5
"Brandon Teena Story, The",1998,Documentary,2.0
Minnie and Moskowitz,1971,Action,3.25
They Might Be Giants,1971,Comedy,3.0
"Beach, The",2000,Adventure,3.0625
Snow Day,2000,Comedy,2.3
"Tigger Movie, The",2000,Animation,3.1666666666666665
Not One Less (Yi ge dou bu neng shao),1999,Drama,4.5
Eaten Alive,1977,Horror,1.5
Raining Stones,1993,Drama,4.0
To Sir with Love,1967,Drama,4.071428571428571
Boiler Room,2000,Crime,3.7142857142857144
Hanging Up,2000,Comedy,2.6666666666666665
Pitch Black,2000,Horror,3.5641025641025643
"Whole Nine Yards, The",2000,Comedy,3.5238095238095237
Beautiful People,1999,Comedy,4.75
Black Tar Heroin: The Dark End of the Street,2000,Documentary,5.0
"Circus, The",1928,Comedy,4.125
City Lights,1931,Comedy,3.8461538461538463
"Flamingo Kid, The",1984,Comedy,2.857142857142857
"Kid, The",1921,Comedy,4.1
Class Reunion,1982,Comedy,1.5
Happy Go Lovely,1951,Musical,4.5
Reindeer Games,2000,Action,2.4615384615384617
Wonder Boys,2000,Comedy,3.659090909090909
Chain of Fools,2000,Comedy,4.0
Drowning Mona,2000,Comedy,1.3333333333333333
"Next Best Thing, The",2000,Comedy,2.1666666666666665
What Planet Are You From?,2000,Comedy,3.1666666666666665
Beyond the Mat,1999,Documentary,3.7
Ghost Dog: The Way of the Samurai,1999,Crime,4.052631578947368
The Year My Voice Broke,1987,Drama,4.0
Splendor in the Grass,1961,Drama,4.25
My Tutor,1983,Drama,2.0
Key Largo,1948,Crime,4.2
Born Yesterday,1950,Comedy,4.285714285714286
Birdy,1984,Drama,3.5
Blood Feast,1963,Horror,4.0
"Charlie, the Lonesome Cougar",1967,Adventure,3.0
Never Cry Wolf,1983,Adventure,4.166666666666667
"Raisin in the Sun, A",1961,Drama,3.8333333333333335
"Closer You Get, The",2000,Comedy,4.5
Mission to Mars,2000,Sci-Fi,2.6904761904761907
"Ninth Gate, The",1999,Fantasy,3.2
East-West (Est-ouest),1999,Drama,4.0
Defending Your Life,1991,Comedy,3.85
Breaking Away,1979,Comedy,4.090909090909091
Hoosiers (a.k.a. Best Shot),1986,Drama,3.7045454545454546
Bull Durham,1988,Comedy,3.6714285714285713
Dog Day Afternoon,1975,Crime,3.9342105263157894
American Graffiti,1973,Comedy,3.8488372093023258
"Asphalt Jungle, The",1950,Crime,3.6666666666666665
"Searchers, The",1956,Drama,4.071428571428571
"Big Country, The",1958,Romance,3.25
Betrayed,1988,Drama,2.5
"Bridge at Remagen, The",1969,Action,4.0
Daughters of the Dust,1991,Drama,4.0
"Ogre, The (Unhold, Der)",1996,Drama,4.0
On the Beach,1959,Drama,4.5
"Taking of Pelham One Two Three, The",1974,Action,4.5
Volunteers,1985,Comedy,2.8125
JFK,1991,Drama,3.5
Who's Harry Crumb?,1989,Comedy,2.857142857142857
Harry and the Hendersons,1987,Children,2.5454545454545454
Let's Get Harry,1986,Action,2.0
Shanghai Surprise,1986,Adventure,2.0
Who's That Girl?,1987,Comedy,2.5
She-Devil,1989,Comedy,2.3333333333333335
Date with an Angel,1987,Comedy,1.3333333333333333
Blind Date,1987,Comedy,2.357142857142857
Nadine,1987,Comedy,3.0
"Muppet Movie, The",1979,Adventure,3.590909090909091
"Great Muppet Caper, The",1981,Children,3.4545454545454546
"Muppets Take Manhattan, The",1984,Children,3.3333333333333335
We're Back! A Dinosaur's Story,1993,Adventure,3.0
Baby... Secret of the Lost Legend,1985,Adventure,2.2
Turtle Diary,1985,Comedy,4.0
Raise the Titanic,1980,Drama,4.0
Titanic,1953,Action,3.5833333333333335
"Night to Remember, A",1958,Action,3.0
Captain Horatio Hornblower R.N.,1951,Action,3.0
Erin Brockovich,2000,Drama,3.5285714285714285
Final Destination,2000,Drama,2.9285714285714284
Soft Fruit,1999,Comedy,4.0
"Bear, The (Ours, L')",1988,Adventure,3.4166666666666665
Love Is a Many-Splendored Thing,1955,Drama,4.0
"Mirror, The (Zerkalo)",1975,Drama,4.166666666666667
"Crimson Pirate, The",1952,Adventure,3.0
Thelma & Louise,1991,Adventure,3.4634146341463414
...And Justice for All,1979,Drama,3.1666666666666665
Animal House,1978,Comedy,3.693548387096774
She's Gotta Have It,1986,Comedy,3.3333333333333335
School Daze,1988,Drama,2.1666666666666665
Do the Right Thing,1989,Drama,4.037037037037037
Mo' Better Blues,1990,Drama,3.4
Jungle Fever,1991,Drama,3.0714285714285716
"Champ, The",1979,Drama,3.0
Creature Comforts,1989,Animation,4.25
Death Wish,1974,Action,3.0
Death Wish 2,1982,Action,1.6666666666666667
Death Wish 3,1985,Action,1.5
Death Wish 4: The Crackdown,1987,Action,1.0
Death Wish 5: The Face of Death,1994,Action,1.0
Double Indemnity,1944,Crime,4.323529411764706
Dying Young,1991,Drama,3.75
Teenage Mutant Ninja Turtles,1990,Action,3.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Action,2.6923076923076925
Teenage Mutant Ninja Turtles III,1993,Action,2.0714285714285716
Red Dawn,1984,Action,3.4285714285714284
Band of the Hand,1986,Action,1.0
Bloodsport,1988,Action,2.9444444444444446
Eyes of Laura Mars,1978,Mystery,3.5
Funny Bones,1995,Comedy,2.75
"Good Earth, The",1937,Drama,4.0
"Good Morning, Vietnam",1987,Comedy,3.802325581395349
"Good Mother, The",1988,Drama,4.0
Grumpy Old Men,1993,Comedy,3.293103448275862
Guess Who's Coming to Dinner,1967,Drama,4.545454545454546
Romeo Must Die,2000,Action,3.0833333333333335
Here on Earth,2000,Drama,3.0
Whatever It Takes,2000,Comedy,2.25
Buddy Boy,1999,Drama,2.5
Gothic,1986,Drama,4.0
Lord of the Flies,1963,Adventure,3.0384615384615383
Modern Times,1936,Comedy,3.72
Heart and Souls,1993,Comedy,3.0
Hud,1963,Drama,3.75
"Hustler, The",1961,Drama,4.333333333333333
Inherit the Wind,1960,Drama,4.083333333333333
Dersu Uzala,1975,Adventure,4.3
Close Encounters of the Third Kind,1977,Adventure,3.7416666666666667
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),1976,Comedy,5.0
Retroactive,1997,Sci-Fi,4.0
"Place in the Sun, A",1951,Drama,4.5
Jacob's Ladder,1990,Horror,3.5576923076923075
Empire Records,1995,Comedy,3.3846153846153846
"Bamba, La",1987,Drama,2.7857142857142856
Ladyhawke,1985,Adventure,3.3333333333333335
Lucas,1986,Drama,3.3333333333333335
High Fidelity,2000,Comedy,3.6666666666666665
"Road to El Dorado, The",2000,Animation,3.1153846153846154
"Skulls, The",2000,Thriller,2.75
Hook,1991,Adventure,3.358490566037736
"Son of the Sheik, The",1926,Adventure,4.0
True Grit,1969,Adventure,4.0
Madame Sousatzka,1988,Drama,5.0
Max Dugan Returns,1983,Comedy,2.5
Midnight Express,1978,Drama,4.0
Misery,1990,Drama,3.840909090909091
Mr. Saturday Night,1992,Comedy,3.0
Murphy's Romance,1985,Comedy,2.3
My Life,1993,Drama,3.5
Solaris (Solyaris),1972,Drama,4.090909090909091
Network,1976,Comedy,4.0227272727272725
No Way Out,1987,Drama,3.7222222222222223
North Dallas Forty,1979,Comedy,3.0
"Odd Couple, The",1968,Comedy,4.066666666666666
"Outlaw Josey Wales, The",1976,Action,4.25
Frequency,2000,Drama,3.4166666666666665
Ready to Rumble,2000,Comedy,2.25
Return to Me,2000,Drama,3.5625
Rules of Engagement,2000,Drama,3.0714285714285716
Joe Gould's Secret,2000,Drama,3.0
Me Myself I,2000,Comedy,3.611111111111111
"Bell, Book and Candle",1958,Comedy,3.375
Force 10 from Navarone,1978,Action,2.9166666666666665
Mystery Train,1989,Comedy,3.4285714285714284
Arthur,1981,Comedy,2.8
Bachelor Party,1984,Comedy,2.9
Parenthood,1989,Comedy,3.7
Predator,1987,Action,3.581967213114754
"Prince of Tides, The",1991,Drama,3.4
"Postman Always Rings Twice, The",1981,Crime,3.5
All the Vermeers in New York,1990,Comedy,5.0
28 Days,2000,Drama,3.3
American Psycho,2000,Crime,3.788135593220339
Keeping the Faith,2000,Comedy,3.4523809523809526
Where the Money Is,2000,Comedy,3.3333333333333335
East is East,1999,Comedy,3.2
"Filth and the Fury, The",2000,Documentary,3.25
Diner,1982,Comedy,3.75
Shakes the Clown,1992,Comedy,2.3333333333333335
Cabaret,1972,Drama,3.0
What Ever Happened to Baby Jane?,1962,Drama,4.5
Auntie Mame,1958,Comedy,3.7
Guys and Dolls,1955,Comedy,3.9375
The Hunger,1983,Horror,3.6666666666666665
Marathon Man,1976,Crime,3.4615384615384617
Caddyshack,1980,Comedy,3.826923076923077
Gossip,2000,Drama,2.4
Love and Basketball,2000,Drama,3.0
U-571,2000,Action,3.4242424242424243
"Virgin Suicides, The",1999,Drama,3.769230769230769
Jennifer 8,1992,Mystery,2.9
Limelight,1952,Comedy,3.6666666666666665
"Crow: Salvation, The",2000,Action,2.5
"Flintstones in Viva Rock Vegas, The",2000,Children,1.625
Where the Heart Is,2000,Comedy,3.5
"Big Kahuna, The",2000,Comedy,2.875
Bossa Nova,2000,Comedy,5.0
Smiling Fish and Goat on Fire,1999,Comedy,4.0
"Idiots, The (Idioterne)",1998,Comedy,4.0
Time Code,2000,Comedy,3.0
Carnosaur,1993,Horror,2.0
Carnosaur 2,1995,Horror,1.5
Carnosaur 3: Primal Species,1996,Horror,1.0
"Hidden, The",1987,Action,3.5
Two Moon Junction,1988,Drama,2.0
Gladiator,2000,Action,3.9382352941176473
Up at the Villa,2000,Drama,3.5
Human Traffic,1999,Comedy,3.5
Breathless,1983,Action,2.0
The Idolmaker,1980,Drama,4.0
Inferno,1980,Horror,2.5
"Lords of Flatbush, The",1974,Comedy,2.0
Mr. Mom,1983,Comedy,2.7333333333333334
"Time Masters (Maîtres du temps, Les)",1982,Animation,4.5
Battlefield Earth,2000,Action,1.6578947368421053
Center Stage,2000,Drama,3.25
Screwed,2000,Comedy,1.0
Whipped,2000,Comedy,2.0
Hamlet,2000,Crime,3.0
Anchors Aweigh,1945,Comedy,3.2
Gypsy,1962,Musical,0.5
On the Town,1949,Comedy,3.75
Pee-wee's Big Adventure,1985,Adventure,2.94
Regret to Inform,1998,Documentary,3.5
Honeymoon in Vegas,1992,Comedy,2.9375
Dinosaur,2000,Adventure,3.107142857142857
Loser,2000,Comedy,3.3
Road Trip,2000,Comedy,3.0853658536585367
Small Time Crooks,2000,Comedy,3.5416666666666665
"Hollywood Knights, The",1980,Comedy,2.0
"Twelve Chairs, The",1970,Comedy,3.0
Mission: Impossible II,2000,Action,2.7142857142857144
Shanghai Noon,2000,Action,3.1511627906976742
Better Living Through Circuitry,1999,Documentary,2.0
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),1999,Comedy,3.3333333333333335
Carnival of Souls,1962,Horror,3.875
Flying Tigers,1942,Action,3.0
"Gold Rush, The",1925,Adventure,4.071428571428571
Monsieur Verdoux,1947,Comedy,4.0
On Her Majesty's Secret Service,1969,Action,3.264705882352941
Seven Days in May,1964,Thriller,4.0
"Spy Who Loved Me, The",1977,Action,3.4444444444444446
Vagabond (Sans toit ni loi),1985,Drama,5.0
Moonraker,1979,Action,3.1346153846153846
"Man with the Golden Gun, The",1974,Action,3.5833333333333335
"King in New York, A",1957,Comedy,4.0
"Woman of Paris, A",1923,Drama,4.0
"Fighting Seabees, The",1944,Action,3.5
Big Momma's House,2000,Comedy,2.176470588235294
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",1957,Horror,4.0
American Gigolo,1980,Drama,2.6875
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",1980,Horror,3.0
"Endless Summer, The",1966,Documentary,4.166666666666667
"Guns of Navarone, The",1961,Action,3.769230769230769
Blow-Out (La grande bouffe),1973,Drama,4.25
Quatermass and the Pit,1967,Horror,3.0
Puppet Master,1989,Horror,2.0
Puppet Master II,1991,Horror,3.0
Puppet Master III: Toulon's Revenge,1991,Horror,3.0
Puppet Master 4,1993,Horror,2.0
Puppet Master 5: The Final Chapter,1994,Horror,2.0
Rent-A-Cop,1988,Action,1.0
Romeo and Juliet,1968,Drama,3.6666666666666665
Stay Tuned,1992,Comedy,2.5
Blazing Saddles,1974,Comedy,3.935483870967742
Benji,1974,Adventure,3.8
Benji the Hunted,1987,Adventure,4.5
For the Love of Benji,1977,Adventure,4.0
White Christmas,1954,Comedy,4.1875
Eraserhead,1977,Drama,3.75
Baraka,1992,Documentary,4.125
"Man with the Golden Arm, The",1955,Drama,5.0
"Decline of Western Civilization, The",1981,Documentary,3.75
"Decline of Western Civilization Part II: The Metal Years, The",1988,Documentary,3.0
For a Few Dollars More (Per qualche dollaro in più),1965,Action,4.151515151515151
Magnum Force,1973,Action,3.7
Blood Simple,1984,Crime,4.0
"Fabulous Baker Boys, The",1989,Drama,3.0714285714285716
Prizzi's Honor,1985,Comedy,3.7777777777777777
Flatliners,1990,Horror,2.933333333333333
Light Years (Gandahar),1988,Adventure,5.0
Porky's,1982,Comedy,2.1363636363636362
Porky's II: The Next Day,1983,Comedy,1.75
Porky's Revenge,1985,Comedy,2.0
Private School,1983,Comedy,3.0
Class of Nuke 'Em High,1986,Comedy,3.0
"Toxic Avenger, The",1985,Comedy,2.125
"Toxic Avenger, Part II, The",1989,Comedy,2.0
"Toxic Avenger Part III: The Last Temptation of Toxie, The",1989,Comedy,2.0
Night of the Creeps,1986,Comedy,3.1666666666666665
Predator 2,1990,Action,2.9047619047619047
"Running Man, The",1987,Action,3.2205882352941178
Starman,1984,Adventure,3.1538461538461537
"Brother from Another Planet, The",1984,Drama,2.5
Alien Nation,1988,Crime,3.1153846153846154
Mad Max,1979,Action,3.486842105263158
"Road Warrior, The (Mad Max 2)",1981,Action,4.0375
Mad Max Beyond Thunderdome,1985,Action,3.2708333333333335
Bird on a Wire,1990,Action,2.3125
Angel Heart,1987,Film-Noir,3.0
9 1/2 Weeks (Nine 1/2 Weeks),1986,Drama,2.7
Firestarter,1984,Horror,3.05
Sleepwalkers,1992,Horror,2.0
Action Jackson,1988,Action,1.6666666666666667
Sarafina!,1992,Drama,4.0
Soapdish,1991,Comedy,2.8333333333333335
"Long Walk Home, The",1990,Drama,4.0
Clara's Heart,1988,Drama,2.5
Burglar,1987,Comedy,2.75
Fatal Beauty,1987,Action,1.0
Gone in 60 Seconds,2000,Action,3.221311475409836
Love's Labour's Lost,2000,Comedy,3.0
Sunshine,1999,Drama,4.0
Hamlet,1990,Drama,3.8
Coming Home,1978,Drama,3.3
American Pop,1981,Animation,3.5
Assault on Precinct 13,1976,Action,3.6
Near Dark,1987,Horror,4.3125
One False Move,1992,Crime,3.75
Shaft,1971,Action,4.0
"Conversation, The",1974,Drama,4.205882352941177
Cutter's Way,1981,Drama,3.0
"Fury, The",1978,Horror,3.0
"Paper Chase, The",1973,Drama,3.8333333333333335
Serpico,1973,Crime,3.7941176470588234
"Ace in the Hole (Big Carnival, The)",1951,Drama,3.0
Lonely Are the Brave,1962,Drama,4.0
"Sugarland Express, The",1974,Drama,3.0
Trouble in Paradise,1932,Comedy,3.5
Big Trouble in Little China,1986,Action,3.857142857142857
Badlands,1973,Crime,4.090909090909091
Battleship Potemkin,1925,Drama,3.65
Boys and Girls,2000,Comedy,2.0
Shaft,2000,Action,2.6578947368421053
Titan A.E.,2000,Action,3.413793103448276
Butterfly (La lengua de las mariposas),1999,Drama,4.0
Jesus' Son,1999,Drama,3.5
Chicken Run,2000,Animation,3.551282051282051
"Me, Myself & Irene",2000,Adventure,3.0869565217391304
"Patriot, The",2000,Action,3.448529411764706
"Adventures of Rocky and Bullwinkle, The",2000,Adventure,2.2222222222222223
"Perfect Storm, The",2000,Drama,3.1704545454545454
"Golden Bowl, The",2000,Drama,4.0
Communion,1989,Drama,3.5
"Kentucky Fried Movie, The",1977,Comedy,3.5
"Blood In, Blood Out",1993,Action,4.0
F/X,1986,Action,3.21875
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),1991,Action,2.3
"Hot Spot, The",1990,Crime,3.0
Missing in Action,1984,Action,2.0833333333333335
Missing in Action 2: The Beginning,1985,Action,1.6666666666666667
Braddock: Missing in Action III,1988,Action,1.25
Thunderbolt and Lightfoot,1974,Action,3.3333333333333335
Dreamscape,1984,Horror,2.6666666666666665
The Golden Voyage of Sinbad,1973,Action,4.0
House Party,1990,Comedy,2.0
House Party 2,1991,Comedy,0.75
Croupier,1998,Crime,3.9545454545454546
"Kid, The",2000,Comedy,2.590909090909091
Scary Movie,2000,Comedy,2.92
But I'm a Cheerleader,1999,Comedy,2.625
Shower (Xizao),1999,Comedy,4.0
Blow-Up (Blowup),1966,Drama,3.6666666666666665
"Pawnbroker, The",1964,Drama,3.5
Groove,2000,Drama,4.0
Footloose,1984,Drama,3.1875
Duel in the Sun,1946,Drama,5.0
X-Men,2000,Action,3.699248120300752
Chuck & Buck,2000,Comedy,2.5
"Five Senses, The",1999,Drama,5.0
"In Crowd, The",2000,Thriller,2.6666666666666665
What Lies Beneath,2000,Drama,3.2
Pokémon the Movie 2000,2000,Animation,1.5833333333333333
Anatomy of a Murder,1959,Drama,4.0
Freejack,1992,Action,2.0
Mackenna's Gold,1969,Western,3.0
Sinbad and the Eye of the Tiger,1977,Adventure,3.0
"Two Women (Ciociara, La)",1960,Drama,4.0
What About Bob?,1991,Comedy,3.2714285714285714
White Sands,1992,Drama,3.0
Breaker Morant,1980,Drama,3.9285714285714284
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,Comedy,3.4583333333333335
Interiors,1978,Drama,4.166666666666667
Love and Death,1975,Comedy,4.222222222222222
"Official Story, The (La historia oficial)",1985,Drama,4.0
Tampopo,1985,Comedy,4.0
Nutty Professor II: The Klumps,2000,Comedy,2.28125
"Girl on the Bridge, The (Fille sur le pont, La)",1999,Drama,4.125
Wonderland,1999,Drama,4.0
Autumn in New York,2000,Drama,2.409090909090909
Coyote Ugly,2000,Comedy,2.7413793103448274
Hollow Man,2000,Horror,2.2948717948717947
Space Cowboys,2000,Action,2.891304347826087
Psycho Beach Party,2000,Comedy,1.5
Saving Grace,2000,Comedy,3.909090909090909
"Black Sabbath (Tre volti della paura, I)",1963,Horror,4.0
"Brain That Wouldn't Die, The",1962,Horror,1.5
Bronco Billy,1980,Adventure,3.0
"Crush, The",1993,Thriller,2.1666666666666665
Kelly's Heroes,1970,Action,4.133333333333334
Phantasm II,1988,Action,2.5
Phantasm III: Lord of the Dead,1994,Horror,2.0
Phantasm IV: Oblivion,1998,Horror,1.6666666666666667
Pumpkinhead,1988,Horror,2.4
Air America,1990,Action,2.8333333333333335
Sleepaway Camp,1983,Horror,2.375
Steel Magnolias,1989,Drama,3.3333333333333335
And God Created Woman (Et Dieu... créa la femme),1956,Drama,4.0
Easy Money,1983,Comedy,3.625
"Ilsa, She Wolf of the SS",1974,Horror,2.0
The Spiral Staircase,1945,Horror,4.0
I'm the One That I Want,2000,Comedy,5.0
"Tao of Steve, The",2000,Comedy,3.3846153846153846
"Affair of Love, An (Liaison pornographique, Une)",1999,Drama,4.75
Bless the Child,2000,Thriller,4.0
Cecil B. DeMented,2000,Comedy,3.5
"Eyes of Tammy Faye, The",2000,Documentary,3.75
"Replacements, The",2000,Comedy,2.6842105263157894
About Adam,2000,Comedy,3.75
"Cell, The",2000,Drama,3.0444444444444443
Godzilla 2000 (Gojira ni-sen mireniamu),1999,Action,2.1
"Original Kings of Comedy, The",2000,Comedy,3.25
"Naked Gun: From the Files of Police Squad!, The",1988,Action,3.4047619047619047
"Naked Gun 2 1/2: The Smell of Fear, The",1991,Comedy,3.423076923076923
Our Town,1940,Drama,3.0
Shane,1953,Drama,3.9
"Suddenly, Last Summer",1959,Drama,3.5
Cat Ballou,1965,Comedy,3.142857142857143
Supergirl,1984,Action,2.2222222222222223
"Art of War, The",2000,Action,2.0
Bring It On,2000,Comedy,2.6911764705882355
"Crew, The",2000,Comedy,1.5
Skipped Parts,2000,Drama,4.0
Highlander: Endgame (Highlander IV),2000,Action,2.25
Nurse Betty,2000,Comedy,3.3421052631578947
Solas,1999,Drama,4.0
"Watcher, The",2000,Crime,1.5
"Way of the Gun, The",2000,Crime,3.125
Almost Famous,2000,Drama,3.8674698795180724
Bait,2000,Action,2.5
Circus,2000,Crime,1.0
Crime and Punishment in Suburbia,2000,Comedy,4.0
Duets,2000,Comedy,3.25
Under Suspicion,2000,Crime,2.5
Urban Legends: Final Cut,2000,Horror,1.5
Woman on Top,2000,Comedy,2.0
Dancer in the Dark,2000,Drama,3.975
Best in Show,2000,Comedy,3.688679245283019
Beautiful,2000,Comedy,2.5
"Broken Hearts Club, The",2000,Drama,4.0
Girlfight,2000,Drama,3.6666666666666665
Remember the Titans,2000,Drama,3.7439024390243905
Hellraiser,1987,Horror,3.3666666666666667
Hellbound: Hellraiser II,1988,Horror,3.2777777777777777
Hellraiser III: Hell on Earth,1992,Horror,2.5
"Faraway, So Close (In weiter Ferne, so nah!)",1993,Drama,4.0
Bikini Beach,1964,Comedy,1.0
Stranger Than Paradise,1984,Comedy,3.9166666666666665
Voyage to the Bottom of the Sea,1961,Adventure,3.0
Fantastic Voyage,1966,Adventure,2.6666666666666665
Abbott and Costello Meet Frankenstein,1948,Comedy,3.75
"Bank Dick, The",1940,Comedy,2.5
